location,title,company,salary,summary
"Dublin West, County Dublin",Process Scientist - Data Analytics,b'\n\n\nCpl Recruitment\n',NA,"b'\nAbility to independently plan and perform work assignments, interpret and present data. We are seeking a Process Scientist to work within the Drug Substance...'"
Dublin,Business Analyst,b'\n\nSoftware Placements\n',NA,b'\nBecome expert in the target application ecosystem and data models. Ability to translate business flows and processes into technical data needs....'
Dublin,Lead C# Developer-Remote Work,b'\n\nStelfox IT Recruitment\n',NA,b'\nProvide technical guidance to junior programmers and other software engineers. Experience with database model design and understand the concepts involved in...'
Dublin,QA Automation Engineer,b'\n\n\nEnerNOC\n',NA,"b'\nPrior work with large volume transactional data services (and large data sets). EnerNOC, a leading provider of energy intelligence software (EIS) solutions, is...'"
Dublin,Product Manager - UX,b'\n\n\nPivotal Software\n',NA,"b'\nAbility to collaborate well with engineers, designers, and other stakeholders. You enjoy working in tight feedback loops with engineers + stakeholders to...'"
Dublin,Electrical Project Engineer – Dublin – Market Leading Contra...,b'\n\nSSA Recruitment Ltd.\n',NA,"b'\nSSA are recruiting an Electrical Project Engineer on behalf of a client with operations across Ireland, the UK and European markets, offering an extensive range...'"
Dublin,Full Stack Developer (Brite:Bill),"b'\n\n\nAmdocs, Inc.\n'",NA,b'\nWork with Lead Developers and other Software engineers to assist the design of Product features and the underlying technical solution....'
Dublin,Full Stack Developer (Brite:Bill),b'\n\n\namdocs\n',NA,b'\nWork with Lead Developers and other Software engineers to assist the design of Product features and the underlying technical solution....'
"Dublin West, County Dublin",Java Developer - West Dublin - 50-55k,b'\n\n\nCpl Recruitment\n',NA,"b'\nExperience with Data Analysis or general data heavy environments. The role is very data-heavy, the successful engineer will be highly proficient with Relational...'"
Dublin,Project Manager - M&E,b'\n\n\nAirswift\n',NA,b'\nBuilding Services Engineer / Mechanical Engineer or Senior Trades qualification or equivalent. Mentor and Coach to junior engineers and graduates....'
Dublin,Chemical Process Engineer,b'\n\nAsset Recruitment\n',NA,"b'\nChemical Process Engineer *. Derive data as required, specify and procure performance reports and data from various sources....'"
Dublin,QA Engineer,b'\n\nEolas Recruitment\n',NA,"b'\nDevelop, document and maintain functional test cases and other test artifacts like the test data, data validation, harness scripts and automated scripts....'"
Dublin,Process Design Engineers,b'\n\nJobContax\n',NA,"b'\nProvides process data to environmental groups, reviews and approves equipment RFQ\xe2\x80\x99s, bid tabulations and vendor data;...'"
Dublin,Principal Engineer,b'\n\nSoftware Placements\n',NA,"b'\nExperience in Partitioning Algorithms and data flows for multi-core processing. This Principal Engineer is capable of working in a highly dynamic environment,...'"
Dublin,COMPUTER VISION ENGINEER,b'\n\nSoftware Placements\n',NA,"b'\nThey are eager for you to work closely with software engineers, designers, sports scientists and customers to frame the solution and really understand the...'"
Dublin,Network and Server Technical Team Lead,b'\n\nLex Consultancy\n',NA,"b'\nLead and provide technical design guidance and oversight to the delivery of key Infrastructure projects across a spectrum of platforms, IaaS, Cloud, PaaS, on...'"
Dublin,Joinery Estimator,b'\n\nMann McGlynn\n',NA,b'\nCompile data already completed by different departments in order to present a Cost V\xe2\x80\x99s Actual on all contracts over a set value....'
Dublin,Biostatistician,b'\n\nScientificJobs.ie\n',NA,"b'\nExternal Data Handling and Data Transfer - Includes:. Data Validation - Review of data as per Data Validation Plan, generation and resolution of queries....'"
Dublin,Biostatistician,b'\n\nLife Science Recruitment\n',NA,"b'\nExternal Data Handling and Data Transfer - Includes:. Data Validation - Review of data as per Data Validation Plan, generation and resolution of queries....'"
Dublin,Electrical Project Manager (2029),b'\n\nTCB Ireland\n',NA,b'\n5+ years Electrical Industry experience and a number of them in an Electrical Project Engineer role. Our client is a multi - disciplined Engineering Services...'
Dublin,Senior Systems Engineer - Windows/Linux,b'\n\nRecruiters\n',NA,"b'\nAs Big Data and Analytics specialists, we count a majority of the top global financials as clients. Quick, high-level overview!...'"
Dublin,Risk Manager - Quants Specialist,b'\n\nMason Alexander\n',NA,"b'\nManage the daily workflow with a team of quants, data analysts, engineers, keep the process inclusive, iterative and evolutionary....'"
Dublin,"Cloud Market Development Representative, Italian",b'\n\n\nAdecco\n',NA,"b'\nUse Salesforce.com (""SFDC"") systems to ensure customer data is accurate and actionable. Collect and codify best practices between sales, marketing, and sales...'"
Dublin,QA ENGINEER,b'\n\nSoftware Placements\n',NA,b'\nDesign/develop/integrate tools to manage and generate test data across test environments. My client is a fast paced agile work environment with frequent...'
Dublin,Consulting - Systems Integration – Business Analyst – Senior...,b'\n\n\nDeloitte\n',NA,"b'\nAbility to clearly and concisely gather, interpret,analyse and document Business Process, User and Data Functional requirements ina structured way....'"
Dublin,Test Engineer Contract,b'\n\nReperio Human Capital\n',NA,"b'\nExperience across Web and Mobile based applications including data centric web analytics systems. Desired Skills QA, QA Analyst, Test Analyst, Manual test,...'"
Dublin,Automation Tooling,b'\n\nSoftware Placements\n',NA,"b'\nPrevious experience with automation of IT operations (bare metal/vm provisioning, software deployment, asset and inventory data collection, system monitoring,...'"
Dublin,Systems Administrator,b'\n\nSoftware Placements\n',NA,"b'\nData Leakage Prevention tools. Works with matrixed security engineer to review significant changes. The TechOps Analyst role implements, supports and...'"
Dublin,Scrum Master,b'\n\nSoftware Placements\n',NA,"b'\nMega trends all require good data, management of performance and most critically real time information. Allow engineers to focus on product development and test...'"
Dublin,"Regulatory Affairs Specialist, Clinical & CMC",b'\n\nThe RFT Group\n',NA,"b'\nThe RFT Group , BioPharmaceutical Division specialise exclusively in the recruitment of scientists, engineers and executives for the biotechnology,...'"
Dublin,Senior Civil/Environmental Engineer,b'\n\n\nESB\n',NA,"b'\nSite inspections, data collection and analysis to facilitate effective designs/environmental assessments on civil engineering projects....'"
Dublin,Linux Administrator,b'\n\n\nMorgan McKinley\n',NA,"b'\nYou will work with network engineers, database administrators, software developers and project managers on the launch of new service offerings....'"
Dublin,Product Assessor - Certification,b'\n\nAlliance Consulting\n',NA,b'\nAlliance Consulting specialise in the placement of engineers throughout the UK. This processing will be carried out in accordance with the UK Data Protection...'
Dublin,Consulting - Deloitte Digital - Mobile Applications Develope...,b'\n\n\nDeloitte\n',NA,b'\nProven experience of utilising APIs to achieve impactful data visualisation and user experience will be required....'
Dublin,Front End UI / UX Consultant at Avnet,b'\n\nTech Data Client Solutions Ireland\n',NA,b'\nJQuery Data Tables (Advantageous). If you now wish to join a progressive team of programmers and engineers and have a good blend of technical and written skills...'
Dublin,Production Engineer - UI,b'\n\n\nFacebook\n',NA,"b""\nWe're looking for Front End Engineers to help us build the tools that we will use to plan, build, and visualise everything about how our data centres work...."""
Dublin,QA Test Engineer,b'\n\nEolas Recruitment\n',NA,b'\n2-3 years experience as a QA Test Engineer. Work with development team to clearly understand requirements and test data needs. Key....'
Dublin,Solution Architect - Telecoms,b'\n\nGemPool\n',NA,b'\nSenior Electrical Design Engineer - Data Centers. Decommissioning Technician - Data Center. Additional Requirements {/exp:....'
Dublin,Technical Support Engineer (German Speaking),b'\n\n\nTableau\n',NA,"b'\nIn this Senior Technical Support Engineer role with German you will work primarily with enterprise customers of Tableau\xe2\x80\x99s desktop, server and core server...'"
Dublin,Recruitment Consultant – All Levels,b'\n\nTop Tier Recruitment\n',NA,b'\nRecruitment Consultant \xe2\x80\x93 All Levels Your Opportunity We are hiring! Top Tier Recruitment was founded in Jan 2016 and after a hugely successful first'
Dublin,Process Engineering/Modelling SME (Any PGS Manufacturing loc...,b'\n\n\nPfizer Inc.\n',NA,"b'\nExperience as a Process Engineer in a manufacturing environment in at least one of the following areas is a requirement (API, aseptic, Biotech or solid oral...'"
Dublin,Senior Operations Engineer,b'\n\nMobile Travel Technologies\n',NA,"b'\nRESTful microservices (Spring Boot, Spring data, Groovy, Node.js). Provide technical and organizational leadership to engineers and technicians for production...'"
Dublin,CIB Technology - Software Developer - Data API - Associate,b'\n\n\nJP Morgan Chase\n',NA,"b'\nYou will be exposed to cutting edge Fintech tools and frameworks in the areas of RESTful API\xe2\x80\x99s, Big Data, Machine Learning & AI and Bot Frameworks....'"
Dublin,Senior Structural Design Engineer,b'\n\nP2 Recruitment\n',NA,b'\nSENIOR STRUCTURAL DESIGN ENGINEER*. Coordinating work with engineers of other disciplines. I allow my personal data stated in the abovementioned applications to...'
Dublin,Test Automation Engineer,b'\n\nReperio Human Capital\n',NA,b'\nDesired Skills Test Automation Engineer. They are looking for a mid to senior level test automation engineer to help increase the test automation coverage on...'
Dublin,Operations Assistant (German),b'\n\n\nGoogle\n',NA,"b'\nAnalyze and resolve requests including copyright, defamation, data protection or government requests. Demonstrated ability to utilize data in making decisions...'"
Dublin,Infrastructure Project Manager,b'\n\nSoftware Placements\n',NA,"b'\nLeads a virtual team of software design engineers, system build engineers and infrastructure technologists to successfully deliver significant infrastructure...'"
Dublin,BMS Controls Engineer - Consultancy,b'\n\nJobContax\n',NA,b'\nData centre/critical environment experience would be a distinct advantage. A Building Management Systems Controls Engineer (BMS Controls) is required for a...'
Dublin,QA Automation Engineer,b'\n\nSoftware Placements\n',NA,b'\nMinimum of 2 years of industry experience as a Automation Engineer. We are looking for a test automation engineer to help us deliver our next generation...'
"Dublin West, County Dublin",Principal Java Software Engineer,b'\n\nSoftware Placements\n',NA,"b'\nExperience of working with large data sets. As a Senior Software Engineer within an Agile Development environment, you will write software and unit tests, and...'"
Dublin,Seeking Temp Administrators / Receptionist's / PA's in Dubli...,b'\n\nLex Consultancy\n',NA,"b'\nWould you like to gain experience providing administrative support to Architects, Engineers, Accountants or Solicitors? \xe2\x82\xac10 - \xe2\x82\xac15 per hour....'"
"South Dublin, County Dublin",Quality Manager,b'\n\nICDS Recruitment\n',NA,"b'\nLead and manage a team of Quality Engineers and Technicians, ensuring they have the relevant skills, capabilities, tools and support to perform in their roles....'"
Dublin,QA Engineer,b'\n\nReperio Human Capital\n',NA,b'\nDesired Skills QA Engineer. I have a fantastic opportunity available for an experienced QA Engineer with a well-established software development company in...'
Dublin,QA Test Contract,b'\n\nReperio Human Capital\n',NA,"b'\nExperience across Mobile (iOS and Android) based applications including data centric web analytics systems. Dublin Headquartered, Global SAAS Company is seeking...'"
Dublin,Facilities Administrator - Immediate start,b'\n\nFirstaff Personnel Consultants Ltd\n',NA,"b'\nCoordinate Sub contractor maintenance visits with Supplier, Engineer and Client requirements. Preparation for Client Monthly meeting including drafting the...'"
Dublin,Graduate Civil Engineer / Quantity Surveyor,b'\n\nByrneLooby\n',NA,"b'\nTendering Engineer (from a Graduate Civil or Structural Engineering background). The role will be within our Tendering Department, assisting our Group Tender...'"
Dublin,Corporate Facilities Administrator - Dublin 2,b'\n\nFirstaff Personnel Consultants Ltd\n',NA,"b'\nCoordinate Sub contractor maintenance visits with Supplier, Engineer and Client requirements. Preparation for Client Monthly meeting including drafting the...'"
"South Dublin, County Dublin",Principal C# .Net Engineer,b'\n\nRecruiters\n',NA,b'\nAbility to work with data caching and multi-threading. A start up in South Dublin has just acquired massive funding for a unique project that will impact large...'
Dublin,QA Automation Engineer,b'\n\nReperio Human Capital\n',NA,"b'\nDesired Skills QA Automation Engineer. My client, a growing data analytics company, have an excellent opportunity available for a QA Automation Engineer to join...'"
"North Dublin, County Dublin",CAD Technician Civil,b'\n\nTech Skills Resources\n',NA,b'\nHave experience managing drawing office data registers and repositories. The successful CAD Technician Civil will work within a specialist engineering design...'
Dublin,.Net Full stack Developer (Mid/Senior Software Engineer – In...,b'\n\n\nCognizant\n',NA,"b'\nMid/Senior Software Engineer \xe2\x80\x93 Investor Services Data and Analytics. Software Engineer needed for a big data based, high performance data acquisition platform...'"
"South Dublin, County Dublin",Senior Infrastructure Engineer - €70K-€90K - Sandyford - Exc...,b'\n\nOrigina\n',NA,b'\nSenior Infrastructure Engineer. Origina are inviting applications for experienced Infrastructure Engineer to join our team headquartered in Sandyford....'
Dublin,PRINCIPLE PERFORMANCE ENGINEER,b'\n\nSoftware Placements\n',NA,"b'\nExperience with Data Science and Big Data technologies, Hadoop, Hive, Spark, ElasticSearch. A seasoned performance engineer....'"
Dublin,Lead Java Web Developer,b'\n\nSoftware Placements\n',NA,b'\nProducing and consuming JSON data. Numeric and historical data visualisation techniques. You will work in collaboration with a group of other highly skilled...'
Dublin,Senior Technical Marketing Engineer,b'\n\nRecruiters\n',NA,b'\nSenior Technical Marketing Engineer. Develop and conduct technical field training for Sales Engineer teams and customers....'
Dublin,Electrical Project Manager,b'\n\nBuilding Staff Solutions\n',NA,"b'\nBe the on-site point of contact for the client/ client representative & consulting engineers. For candidates without project management experience, our client...'"
Dublin,"Senior Digital Design Engineer - Dublin - AI, IOT and Machin...",b'\n\nRecruiters\n',NA,"b'\nDesign, implement and verify complex algorithms for \xe2\x80\x9cdigitally assisted analog\xe2\x80\x9d techniques, control and bus interfaces and high speed data interfaces....'"
Dublin,Software Engineering Manager,b'\n\nIntercom\n',NA,b'\nWe don\xe2\x80\x99t need you to be the strongest or most productive engineer on the team but your onboarding will involve at least a month working as an engineer on one of...'
Dublin,Network Engineer Global Telco,b'\n\n\nPrinciple HR\n',NA,b'\nNetwork Engineer Global Telco. Experience in ISP or Data Centre deployment. Experienced Network engineer required to provide onsite support for a Global...'
Dublin,NOC Engineer Global Telco,b'\n\n\nPrinciple HR\n',NA,b'\nNOC Engineer Global Telco. Interesting new role for a NOC Engineer to join a global telco and support their international network and data centre....'
Dublin,Senior Linux Operations Engineer,b'\n\nRecruiters\n',NA,"b'\nDoing big Data deep dives. Lead teams previously, mentoring and nurturing junior Engineers. As part of a close-knit team of agile, data driven and highly...'"
Dublin,Senior Security Specialist - Contract,b'\n\nReperio Human Capital\n',NA,"b'\nKey Responsibilities of Security Engineer:. Security Architecture to include software, hardware, databases and big data....'"
Dublin,Network Engineer Global Data Centre,b'\n\n\nPrinciple HR\n',NA,b'\nNetwork Engineer Global Data Centre. Amazing opportunity for a Data Centre Network Engineer to join one of the biggest and well-known tech brands in the world....'
Dublin,Manufacturing Data Analyst,b'\n\nLife Science Recruitment\n',NA,"b'\nManufacturing Data Analyst. Basic knowledge of databases, query language syntax and data structure. O Includes compiling data extraction and manual analysis...'"
Dublin,"Contractors - Live contracts for Dev, BA, SA & PM",b'\n\nIrish Recruitment\n',NA,"b'\nSolution Design Engineer - \xe2\x82\xac550-600 per day. Data Analytics Developer (R) - \xe2\x82\xac400-450 per day. Contract Business Analyst, IT contractor, Senior Business Analyst,...'"
"Dublin West, County Dublin",UI Front End Developer,b'\n\n\nSigmar Recruitment\n',NA,b'\nMy client is seeking a UI Software Engineer to work with a team of Software Engineers across the globe to develop high-quality enterprise applications....'
Dublin,SENIOR PLATFORM ENGINEER – LINUX WINDOWS,b'\n\nSoftware Placements\n',NA,b'\nCloud / data centre system or network administration/engineering. Key Skills and Experience:....'
Dublin,Junior Lead Generation Specialist (Fluent German),b'\n\n\nHarvey Nash\n',NA,"b'\nUse Salesforce systems to ensure customer data is accurate and actionable. Collect and codify best practices between sales, marketing, and sales engineers....'"
"South Dublin, County Dublin",Online Search Technical Support - German Speaker,b'\n\n\nCpl Recruitment\n',NA,"b'\n1+ years using SQL required, with ability to manipulate data rapidly and use complex joins. As a Technical Support Engineer, you will provide advanced technical...'"
Dublin,Back End Engineer (C# .NET),b'\n\nAllen Recruitment Consulting\n',NA,b'\nAllen Recruitment is working with a high-profile international Commerce company in the early stages of building a high-performance team here in Dublin...'
Dublin,Senior Big data Software Engineer,b'\n\nSoftware Placements\n',NA,"b'\nLead and mentor fellow Engineers. As one of the Senior engineers you will have a hand in the core architecture, technology choices, and direction of product...'"
Dublin,Senior Analog/Mixed Signal Engineer,b'\n\nSoftware Placements\n',NA,"b'\nExperience in designing PLL\xe2\x80\x99s, Oscillators, Baseband Filters, Data Converters and Power Management Blocks....'"
Dublin,Senior Systems Engineer,b'\n\nSoftware Placements\n',NA,"b'\nSeveral years experience running and maintaining a 24x7 Internet-oriented production environment, preferably across multiple data centers, involving at least...'"
Dublin,Senior Analog Design Engineer,b'\n\nSoftware Placements\n',NA,"b'\nThe candidate will be required to specify, model and design a range of high speed circuits including continuous linear equalizers, LC tank and RC Oscillators,...'"
Dublin,Senior QA Engineer,b'\n\nSoftware Placements\n',NA,"b'\nThe Senior QA engineer to become a member of a dedicated team. Delivery of test schedules, test estimates, test cases and test data for assigned projects....'"
"Dublin West, County Dublin",Senior Physical Design Engineer,b'\n\nSoftware Placements\n',NA,"b'\nThe scope of the work includes design, implementation and verification of complex algorithms for \xe2\x80\x9cdigitally assisted analog\xe2\x80\x9d techniques, control and bus...'"
County Dublin,Sustainability Engineer,"b""\n\n\nO'Neill & Brennan\n""",NA,b'\nElectrical Engineer (Dublin). Degree to senior engineers that are client facing. Their primary activity is undertaking a large number of data centres & large...'
County Dublin,Support & Applications Engineer,"b""\n\n\nO'Neill & Brennan\n""",NA,"b'\nAssist Company Workshop Engineer with repair and testing of Survey equipment (where appropriate). Responsible for trip reports, data files, configuration files...'"
County Dublin,BMS Engineer,"b""\n\n\nO'Neill & Brennan\n""",NA,"b'\nBMS Engineer - Dublin. A position has opened up in their modern,dynamic office for an BMS Engineer. This established team contains talented, dedicated engineers...'"
County Dublin,Resident Engineer,b'\n\nBeeby Anderson Recruitment\n',NA,"b""\nI'm currently working on a long-term contract opportunity for a Resident Engineer (Electrical bias), working on a large data centre in Dublin...."""
County Dublin,Senior Mechanical Engineer,"b""\n\n\nO'Neill & Brennan\n""",NA,"b'\nSenior Mechanical Engineer (Dublin). Essential Experience 8+ years as Senior Engineer. Data Centres, Industrial, High Tech, Commercial and Healthcare....'"
County Dublin,Electrical Engineers,"b""\n\n\nO'Neill & Brennan\n""",NA,b'\nElectrical Engineer (Dublin). Degree to senior engineers that are client facing. Their primary activity is undertaking a large number of data centres & large...'
County Dublin,"Software Engineer (Full-stack, server-side)",b'\n\nProsperity\n',NA,"b'\nIntegrating with and processing data models in backend databases. As a Full-stack engineer, you are working with a focus on the server-side....'"
County Dublin,Senior Electrical Engineer,"b""\n\n\nO'Neill & Brennan\n""",NA,"b'\nSenior Electrical Engineer (Dublin). 10+ years as Senior Engineer. Data Centres, Industrial, High Tech, Commercial and Healthcare....'"
County Dublin,Manufacturing and Systems Engineer North Co. Dublin L,b'\n\nLink Personnel Services\n',NA,"b'\nUnderstanding of data capture technologies, related programming, data bases and SQL an advantage. Our Client in North County Dublin is looking for a...'"
County Dublin,Network Security Engineer,b'\n\n\nHays Ireland\n',NA,"b'\nNetwork Security Engineer - Dublin, 2 year contract. Security, Monitoring, PCI, Data Protection, Security Audits....'"
Cork,Big Data Software Engineer in Test,b'\n\n\nGrid Dynamics\n',NA,"b'\nWe are looking for an enthusiastic and technology-proficient Big Data Software Engineer in Test, who is eager to participate in design and implementation of a...'"
Cork,Big Data Engineer,b'\n\n\nGrid Dynamics\n',NA,"b'\nOn this project, we are working on the bleeding-edge of Big Data technology to develop high-performance data analytics platform, which handles petabytes...'"
Cork,Data Analytics Engineer,b'\n\n\nGrid Dynamics\n',NA,b'\nLead the data acquisition efforts to support data analytic objectives using data sources across multiple systems....'
Cork,Data Integration Engineer,b'\n\n\nVoxpro\n',NA,b'\nData Integration Specialist. Take responsibility for data quality setting up automated data profiling and analysing formats....'
Cork,Principal Data Scientist,b'\n\n\nJohnson Controls\n',NA,"b'\nThe data scientist role will work closely with platform engineering and product management, and Data Enabled Offerings and solution engineering to integrate...'"
Cork,Mechanical Enginneering Graduate,b'\n\n\nLogitech\n',NA,"b'\nAnalyze data generated from builds and lab experiments. Knowledge in rapid prototyping, functional lab testing of concepts and analysis of test data....'"
Cork,Mechanical Design Engineer,b'\n\n\nLogitech\n',NA,"b'\nMechanical Design Engineer (GAMING). Analyze data generated from builds and lab experiments. Strong knowledge and experience in rapid prototyping, functional...'"
Cork,Technical Project Manager (Big Data),b'\n\n\nGrid Dynamics\n',NA,"b'\nWorking with a technical business stakeholder team and other management and technical roles such as Data Architects, Data Analytics Engineers, ETL Developers,...'"
Cork,Scala Engineer,b'\n\n\nGrid Dynamics\n',NA,"b'\nWrite complex frameworks for analytics, data processing, and data management. On this project, we are working on the bleeding-edge of Big Data technology to...'"
Cork,"UTRCI Research Scientist, Machine Learning and Data Analytic...",b'\n\n\nUTC Aerospace Systems\n',NA,"b'\nSome background and understanding of signal processing, data mining, pattern recognition, adaptive filter design, (multi-sensor) data fusion, statistical...'"
Cork,Data Analyst - South African Market,b'\n\n\nGlobeTech\n',NA,"b'\nWe employ Localisation Engineers, Data Analysts, Testers, Linguistic Engineers, Developers, Automation Engineers and Technical translators in some of Ireland\xe2\x80\x99s...'"
Cork,Principle Software Engineer,b'\n\n\nJohnson Controls\n',NA,b'\nThe principal software engineer will be a key contributor in determining the architecture of our solutions. Experience developing highly scalable data-driven...'
Cork,Facilities Engineer - Mechanical,b'\n\n\nTyndall National Institute\n',NA,"b'\nFacilities Engineer - Mechanical. Comfortable navigating through Building Management System programs, identifying trends and interrogating data....'"
Cork,Support Engineer,b'\n\nZartis\n',NA,b'\nAbility to responsibly handle sensitive customer data. We are currently for experienced Support Engineers to join the growing team in Cork....'
Cork,Big Data Engineer,b'\n\n\nRedChair Recruitment\n',NA,b'\nExperience with integration of data from multiple data sources. Good knowledge of Big Data querying tools. Red Chair Recruitment are delighted to announce we...'
Cork,"UTRCI Research Scientist, Computer Vision/Video Analytics",b'\n\n\nUTC Aerospace Systems\n',NA,b'\nFamiliarity with data fusion of different modalities. UTRCI has an opening for a Senior Research Scientist in the area of Computer Vision and Video Analytics....'
Cork,Research Assistant - Wearable WSN,b'\n\n\nTyndall National Institute\n',NA,"b'\nThe team comprises of engineers, researchers and postgraduate students with various levels of experience and qualifications....'"
Cork,Software Engineer,b'\n\nTrimble Inc.\n',NA,"b'\nTrimble is recruiting for a Software Engineer to fill an opportunity in Cork, Ireland. Core technologies in positioning, modeling, connectivity and data...'"
Cork,Senior Software Engineer,b'\n\n\nJohnson Controls\n',NA,b'\nMentors junior engineers to build high performance teams. Experience developing highly scalable data-driven applications based on structured and unstructured...'
Cork,Senior Researcher (Smart Medical Devices),b'\n\n\nTyndall National Institute\n',NA,"b'\nResearchers, applications engineers and/or students). The project will involve collaboration with industry partners in Ireland and Wales, Welsh academic partner...'"
Cork,Support Engineer - Remote,b'\n\nScrapinghub\n',NA,b'\nJoin us in making the world a better place for web crawler developers with our team of top talented engineers working remotely from more than 30 countries....'
Cork,"LED Research Scientist, Modeling",b'\n\n\nFacebook\n',NA,"b'\nDesigning DOEs, analyzing the data and reporting the key results during meetings. Oculus Research, the research division of Oculus (Facebook), is currently...'"
Cork,Data Scientist - Cork,b'\n\nReperio Human Capital\n',NA,"b'\nData Scientist - Cork. Desired Skills Python, R, Scala, Spark, SAS, Data Science, Data Scientist, Big Data. Our market leading client has provided a very unique...'"
Cork,"Postdoctoral Research Scientist, LED Device Fabrication & Ch...",b'\n\n\nFacebook\n',NA,"b'\nCharacterization and data analysis of visible LED devices using technique such as SEM, AFM, CL and LIV-Lambda measurements....'"
Cork,TPM00716 – Process Project Engineer,b'\n\nTandem Project Management\n',NA,b'\nPrepare data sheets and specifications for procurement of process equipment. Prepare cost estimates in conjunction with Project Controls Lead and other project...'
Cork,NGINX Support Engineer,b'\n\nNGINX\n',NA,"b'\nAbility to responsibly handle sensitive customer data. We are looking for an NGINX Support Engineer to join our growing team in Cork, Ireland, and provide Level...'"
Cork,Senior Java Engineer/Data Analyst/Fraud Detection Expert Job,b'\n\nCarma Carpooling\n',NA,"b'\n2+ years Data analysis, business intelligence, Big Data skills. This is a hands-on Senior Java development engineer role in which data analysis/fraud detection...'"
Cork,Research Scientist,b'\n\n\nUnited Technologies Research Center\n',NA,"b'\nAssessing vulnerabilities and developing countermeasures for emerging products and services through instrumentation, data analytics, impact assessment, and...'"
Cork,"Reliability Engineer, Cork",b'\n\n\nGilead Sciences\n',NA,"b'\nCollect, organize, synthesize, and analyze data. Works on problems ranging from moderately complex to complex in nature where analysis of situations or data...'"
Cork,Senior / Lead E&I Engineer,b'\n\n\nPM Group\n',NA,b'\nWe now wish to recruit a Senior/Lead E&I Engineer to work on site managing capital projects for a Pharma/Bio client in the Cork area The Senior Electrical /...'
Cork,Wind Turbine Technician - Cork Area,b'\n\nSiemens Gamesa\n',NA,b'\nUnderstand and use COSHH data sheets and assessments. Wind Farm Operation*....'
Cork,SIEM Engineer,b'\n\n\nMcKesson\n',NA,"b'\nWe are looking to hire a SIEM Engineer to join our team in the Cork, Ireland office. Administers security policies to control physical & virtual access to...'"
Cork,Senior Scientist Purification,b'\n\n\nBioMarin Pharmaceutical Inc.\n',NA,b'\nLeads a team of scientists and engineers. The MSAT Sr Scientist 1 or 2 (professional band equivalent to Sr. Ensure accurate and complete documentation of any...'
Cork,IT Systems Administrator,b'\n\n\nNuix\n',NA,"b'\nIT System maintenance tasks \xe2\x80\x93 ensure systems are patched for security vulnerabilities, data backups. Provide hands-on support for local office staff requiring...'"
Cork,Senior SIEM Engineer,b'\n\n\nMcKesson\n',NA,"b'\nSenior SIEM Engineer. We are looking for a Senior SIEM Engineer to join our team in the Cork, Ireland office. Administers security policies to control physical...'"
"Carrigtwohill, County Cork","Staff Engineer, Advanced Operations",b'\n\n\nStryker\n',NA,"b'\nWork with quality engineers to develop component specific testing and inspection protocols. Will analyse equipment to establish operating data, conduct...'"
Cork,Product Management Team Lead,b'\n\nPoppulo\n',NA,"b'\nDistinctive problem solving, organizational, and analytical skills with the ability to evolve product strategy based on research, data and industry trends....'"
Cork,Support Engineer,b'\n\nRubrik\n',NA,b'\nSupport Engineers may be required to be on-call on a rotating basis throughout the year. Technical Support Engineers deliver effective solutions to both...'
Cork,"UTRCI Research Scientist, Internet of Things",b'\n\n\nUTC Aerospace Systems\n',NA,"b'\nDistributed sensing and control over wireless networks, including network-level data fusion. United Technologies Research Center (UTRC) is the corporate...'"
"Carrigtwohill, County Cork",Research Scientist,b'\n\n\nMerck KGaA\n',NA,"b'\nWe are looking for a Research Scientist to support an immunoassay design and development projects. Design experiments, validate and analyze data independently,...'"
Cork,Process Engineer - Magnetic MEMS Process Development,b'\n\n\nTyndall National Institute\n',NA,"b'\nProcess Engineer - Magnetic MEMS Process Development Functional area:. Tyndall National Institute at University College, Cork has established a world-leading...'"
Cork,Senior Data Scientist / Engineer,b'\n\n\nWallace Myers International\n',NA,b'\nSenior Data Scientist / Engineer. Wallace Myers is seeking a Data Scientist with some engineering experience for an initial 12 month daily rate contract....'
Cork,Applications Engineer - Wearable WSN,b'\n\n\nTyndall National Institute\n',NA,"b'\nApplications Engineer - Wearable WSN. The team comprises of engineers, researchers and postgraduate students with various levels of experience and...'"
Cork,Applications Engineer,b'\n\nSnap-on Diagnostics\n',NA,b'\nManipulate data for reporting from and importing into an SQL database. Create and run test cases to ensure correct functionality and data integrity....'
Cork,QC System Analyst,b'\n\n\nBioMarin Pharmaceutical Inc.\n',NA,"b'\nPerform second level application support, routine administration, and Master Data maintenance. Firm understanding of GMP predicate rules and Data Integrity...'"
Cork,QA Engineer - Remote,b'\n\nScrapinghub\n',NA,"b'\nA demonstrable interest in web scraping, data extraction, and data analysis. Perform QA on scraped data....'"
Cork,Sr. Technical Support Engineer,b'\n\nTintri\n',NA,"b'\nOver the past decade, virtualization and cloud have totally altered the data center. The customer issues may be received by Support Centers through automated...'"
Cork,Data Analyst (Cork),b'\n\n\nMorgan McKinley\n',NA,b'\nPrevious experience as a Data Scientist. Please note this is a Senior position so you must have at least 4 or 5 years commercial experience working as a Data...'
Cork,Senior Systems Engineer,b'\n\n\nDell\n',NA,b'\nGood understanding of Dell EMC\xe2\x80\x99s competitors in the area of data center technology and cloud solutions....'
Cork,Supply Chain Planning Specialist,b'\n\n\nBioMarin Pharmaceutical Inc.\n',NA,"b'\nThis role includes all related supply chain activities including planning parameters upkeep and data maintenance, inventory modeling, data analysis etc....'"
